tokens,words,graphemes,bytes,tokenizer,language
29,25,81,271,ai4bharat,hin
25,21,68,270,ai4bharat,hin
25,15,65,224,ai4bharat,hin
25,21,71,294,ai4bharat,hin
19,15,47,198,ai4bharat,hin
26,23,82,328,ai4bharat,hin
18,12,43,164,ai4bharat,hin
23,21,58,201,ai4bharat,hin
21,16,54,238,ai4bharat,hin
33,24,74,308,ai4bharat,hin
18,15,48,204,ai4bharat,hin
27,24,82,354,ai4bharat,hin
25,21,68,247,ai4bharat,hin
26,25,74,295,ai4bharat,hin
26,17,61,262,ai4bharat,hin
11,8,25,113,ai4bharat,hin
47,36,120,454,ai4bharat,hin
47,31,116,414,ai4bharat,hin
33,29,100,350,ai4bharat,hin
38,34,119,494,ai4bharat,hin
34,28,92,373,ai4bharat,hin
44,41,134,542,ai4bharat,hin
37,31,110,436,ai4bharat,hin
25,23,71,296,ai4bharat,hin
36,29,99,406,ai4bharat,hin
29,26,87,329,ai4bharat,hin
17,14,46,170,ai4bharat,hin
29,25,83,336,ai4bharat,hin
30,27,92,338,ai4bharat,hin
12,8,36,155,ai4bharat,hin
15,14,48,183,ai4bharat,hin
40,33,108,434,ai4bharat,hin
49,37,148,570,ai4bharat,hin
36,29,103,435,ai4bharat,hin
27,25,80,322,ai4bharat,hin
30,22,80,328,ai4bharat,hin
76,53,195,890,ai4bharat,hin
21,18,54,187,ai4bharat,hin
32,26,76,281,ai4bharat,hin
55,43,144,555,ai4bharat,hin
23,20,64,221,ai4bharat,hin
20,14,50,178,ai4bharat,hin
19,14,51,161,ai4bharat,hin
32,25,87,375,ai4bharat,hin
25,19,54,224,ai4bharat,hin
23,20,70,246,ai4bharat,hin
31,22,75,285,ai4bharat,hin
27,18,58,252,ai4bharat,hin
38,32,105,434,ai4bharat,hin
16,14,48,183,ai4bharat,hin
21,17,59,216,ai4bharat,hin
36,31,105,443,ai4bharat,hin
22,19,61,241,ai4bharat,hin
35,28,87,350,ai4bharat,hin
18,15,49,180,ai4bharat,hin
30,24,79,315,ai4bharat,hin
36,24,79,323,ai4bharat,hin
20,19,58,244,ai4bharat,hin
16,13,45,196,ai4bharat,hin
29,23,68,249,ai4bharat,hin
24,19,66,249,ai4bharat,hin
51,42,136,531,ai4bharat,hin
46,41,136,475,ai4bharat,hin
43,26,85,312,ai4bharat,hin
30,23,73,283,ai4bharat,hin
51,36,124,477,ai4bharat,hin
35,27,87,350,ai4bharat,hin
48,38,128,461,ai4bharat,hin
69,64,186,681,ai4bharat,hin
36,30,118,408,ai4bharat,hin
23,20,64,225,ai4bharat,hin
30,24,81,279,ai4bharat,hin
25,21,70,284,ai4bharat,hin
32,27,96,378,ai4bharat,hin
32,27,93,390,ai4bharat,hin
20,14,46,198,ai4bharat,hin
38,34,106,415,ai4bharat,hin
27,19,66,244,ai4bharat,hin
51,43,129,499,ai4bharat,hin
44,32,108,387,ai4bharat,hin
34,28,87,336,ai4bharat,hin
57,39,147,572,ai4bharat,hin
42,36,119,418,ai4bharat,hin
24,21,68,282,ai4bharat,hin
36,29,89,305,ai4bharat,hin
21,19,64,265,ai4bharat,hin
23,21,70,276,ai4bharat,hin
25,23,76,301,ai4bharat,hin
38,27,86,328,ai4bharat,hin
11,9,28,108,ai4bharat,hin
12,10,33,136,ai4bharat,hin
11,10,31,127,ai4bharat,hin
28,23,77,298,ai4bharat,hin
19,15,47,182,ai4bharat,hin
51,40,133,520,ai4bharat,hin
22,18,59,208,ai4bharat,hin
38,22,89,351,ai4bharat,hin
30,23,77,313,ai4bharat,hin
27,21,67,267,ai4bharat,hin
32,27,89,335,ai4bharat,hin
40,31,98,353,ai4bharat,hin
21,18,53,193,ai4bharat,hin
29,24,74,310,ai4bharat,hin
44,33,107,455,ai4bharat,hin
27,19,69,261,ai4bharat,hin
30,24,70,309,ai4bharat,hin
34,32,100,375,ai4bharat,hin
54,41,145,518,ai4bharat,hin
35,26,91,402,ai4bharat,hin
21,19,60,271,ai4bharat,hin
32,27,100,406,ai4bharat,hin
42,38,125,539,ai4bharat,hin
20,17,55,215,ai4bharat,hin
36,35,113,460,ai4bharat,hin
29,26,85,329,ai4bharat,hin
43,22,93,361,ai4bharat,hin
26,20,76,369,ai4bharat,hin
32,24,77,294,ai4bharat,hin
28,23,77,309,ai4bharat,hin
31,22,73,307,ai4bharat,hin
55,47,159,593,ai4bharat,hin
36,28,103,374,ai4bharat,hin
52,38,141,487,ai4bharat,hin
29,19,63,266,ai4bharat,hin
29,28,88,337,ai4bharat,hin
26,23,72,281,ai4bharat,hin
34,24,85,351,ai4bharat,hin
31,27,95,373,ai4bharat,hin
22,19,58,225,ai4bharat,hin
32,23,84,313,ai4bharat,hin
28,20,80,276,ai4bharat,hin
27,24,88,328,ai4bharat,hin
36,30,104,374,ai4bharat,hin
24,22,71,272,ai4bharat,hin
26,21,68,274,ai4bharat,hin
15,13,42,169,ai4bharat,hin
36,33,100,372,ai4bharat,hin
45,44,127,485,ai4bharat,hin
18,15,49,211,ai4bharat,hin
38,32,123,554,ai4bharat,hin
36,34,106,421,ai4bharat,hin
32,27,92,367,ai4bharat,hin
19,17,62,237,ai4bharat,hin
30,27,84,351,ai4bharat,hin
25,21,75,298,ai4bharat,hin
34,27,97,376,ai4bharat,hin
32,27,92,348,ai4bharat,hin
43,38,123,477,ai4bharat,hin
19,16,54,198,ai4bharat,hin
48,38,113,444,ai4bharat,hin
39,33,118,483,ai4bharat,hin
25,23,78,317,ai4bharat,hin
23,22,68,273,ai4bharat,hin
29,22,73,326,ai4bharat,hin
44,36,119,442,ai4bharat,hin
26,24,76,283,ai4bharat,hin
25,24,68,290,ai4bharat,hin
38,32,101,371,ai4bharat,hin
43,37,119,427,ai4bharat,hin
22,17,49,193,ai4bharat,hin
32,26,88,386,ai4bharat,hin
47,30,102,416,ai4bharat,hin
40,32,103,420,ai4bharat,hin
34,26,83,310,ai4bharat,hin
47,40,124,432,ai4bharat,hin
26,19,73,249,ai4bharat,hin
37,31,108,441,ai4bharat,hin
65,51,170,601,ai4bharat,hin
28,22,75,296,ai4bharat,hin
18,17,51,200,ai4bharat,hin
32,27,87,348,ai4bharat,hin
21,18,59,261,ai4bharat,hin
55,51,161,636,ai4bharat,hin
25,18,67,309,ai4bharat,hin
20,18,59,231,ai4bharat,hin
44,36,126,419,ai4bharat,hin
26,25,84,292,ai4bharat,hin
53,45,164,728,ai4bharat,hin
51,44,161,669,ai4bharat,hin
22,20,66,239,ai4bharat,hin
39,31,109,415,ai4bharat,hin
36,30,105,422,ai4bharat,hin
29,18,62,263,ai4bharat,hin
55,43,145,575,ai4bharat,hin
38,31,98,391,ai4bharat,hin
25,17,62,183,ai4bharat,hin
45,39,126,492,ai4bharat,hin
22,17,57,220,ai4bharat,hin
19,16,51,169,ai4bharat,hin
15,11,38,179,ai4bharat,hin
22,16,60,208,ai4bharat,hin
43,40,131,505,ai4bharat,hin
22,21,73,287,ai4bharat,hin
43,37,129,534,ai4bharat,hin
23,22,73,286,ai4bharat,hin
37,33,115,467,ai4bharat,hin
28,17,59,226,ai4bharat,hin
35,26,88,336,ai4bharat,hin
37,29,105,418,ai4bharat,hin
50,45,151,668,ai4bharat,hin
53,39,138,558,ai4bharat,hin
23,23,69,267,ai4bharat,hin
30,27,77,277,ai4bharat,hin
50,36,136,508,ai4bharat,hin
29,22,80,318,ai4bharat,hin
40,33,104,436,ai4bharat,hin
41,28,100,357,ai4bharat,hin
47,39,127,547,ai4bharat,hin
33,27,92,351,ai4bharat,hin
32,29,93,343,ai4bharat,hin
16,14,45,190,ai4bharat,hin
22,19,73,314,ai4bharat,hin
31,28,81,310,ai4bharat,hin
17,11,43,170,ai4bharat,hin
24,19,70,284,ai4bharat,hin
33,23,93,299,ai4bharat,hin
48,33,123,449,ai4bharat,hin
37,23,92,440,ai4bharat,hin
33,30,89,366,ai4bharat,hin
40,35,111,425,ai4bharat,hin
31,29,88,356,ai4bharat,hin
22,19,58,227,ai4bharat,hin
21,17,60,243,ai4bharat,hin
22,16,56,235,ai4bharat,hin
31,23,85,330,ai4bharat,hin
23,18,69,263,ai4bharat,hin
37,30,100,427,ai4bharat,hin
44,32,111,455,ai4bharat,hin
39,31,107,410,ai4bharat,hin
30,26,86,305,ai4bharat,hin
26,25,80,312,ai4bharat,hin
41,36,113,400,ai4bharat,hin
44,34,123,486,ai4bharat,hin
26,23,76,311,ai4bharat,hin
22,19,67,255,ai4bharat,hin
26,23,74,286,ai4bharat,hin
28,25,85,356,ai4bharat,hin
28,24,79,327,ai4bharat,hin
32,23,80,356,ai4bharat,hin
40,33,106,447,ai4bharat,hin
44,37,125,484,ai4bharat,hin
24,22,65,242,ai4bharat,hin
41,31,108,409,ai4bharat,hin
35,25,94,328,ai4bharat,hin
86,67,244,983,ai4bharat,hin
37,34,105,451,ai4bharat,hin
48,46,148,569,ai4bharat,hin
35,33,130,542,ai4bharat,hin
25,22,71,271,ai4bharat,hin
22,20,66,267,ai4bharat,hin
23,18,61,222,ai4bharat,hin
24,20,71,274,ai4bharat,hin
65,55,170,698,ai4bharat,hin
15,12,38,152,ai4bharat,hin
46,40,125,507,ai4bharat,hin
42,36,119,465,ai4bharat,hin
21,17,55,191,ai4bharat,hin
32,24,77,265,ai4bharat,hin
35,27,95,339,ai4bharat,hin
16,8,34,137,ai4bharat,hin
50,32,110,429,ai4bharat,hin
43,40,134,510,ai4bharat,hin
36,31,107,416,ai4bharat,hin
40,35,119,455,ai4bharat,hin
54,45,144,573,ai4bharat,hin
31,22,71,247,ai4bharat,hin
26,19,60,260,ai4bharat,hin
35,32,102,378,ai4bharat,hin
32,25,82,304,ai4bharat,hin
32,29,89,332,ai4bharat,hin
16,13,45,154,ai4bharat,hin
19,17,51,214,ai4bharat,hin
33,25,77,298,ai4bharat,hin
28,23,80,303,ai4bharat,hin
42,34,97,360,ai4bharat,hin
30,26,89,352,ai4bharat,hin
25,19,67,271,ai4bharat,hin
16,14,47,202,ai4bharat,hin
23,19,63,246,ai4bharat,hin
21,17,62,236,ai4bharat,hin
30,22,70,281,ai4bharat,hin
39,27,102,403,ai4bharat,hin
25,18,66,266,ai4bharat,hin
22,21,63,254,ai4bharat,hin
26,25,73,271,ai4bharat,hin
17,16,48,190,ai4bharat,hin
30,25,87,357,ai4bharat,hin
32,30,99,435,ai4bharat,hin
45,39,144,559,ai4bharat,hin
22,18,62,281,ai4bharat,hin
18,15,50,221,ai4bharat,hin
26,20,67,277,ai4bharat,hin
34,28,97,406,ai4bharat,hin
36,28,100,430,ai4bharat,hin
27,22,76,312,ai4bharat,hin
21,16,53,187,ai4bharat,hin
22,19,60,226,ai4bharat,hin
35,25,87,381,ai4bharat,hin
46,33,120,466,ai4bharat,hin
31,27,88,364,ai4bharat,hin
31,28,99,422,ai4bharat,hin
35,29,107,445,ai4bharat,hin
23,14,52,208,ai4bharat,hin
31,29,85,352,ai4bharat,hin
29,26,89,312,ai4bharat,hin
38,36,114,462,ai4bharat,hin
27,25,84,335,ai4bharat,hin
25,21,70,295,ai4bharat,hin
36,31,103,421,ai4bharat,hin
26,25,84,345,ai4bharat,hin
34,28,93,407,ai4bharat,hin
40,33,110,426,ai4bharat,hin
37,24,88,312,ai4bharat,hin
21,13,51,212,ai4bharat,hin
39,35,111,424,ai4bharat,hin
19,16,51,195,ai4bharat,hin
19,16,49,216,ai4bharat,hin
29,18,62,259,ai4bharat,hin
25,19,61,247,ai4bharat,hin
40,37,113,414,ai4bharat,hin
22,19,58,216,ai4bharat,hin
28,25,78,288,ai4bharat,hin
22,17,54,196,ai4bharat,hin
21,17,53,214,ai4bharat,hin
25,15,58,197,ai4bharat,hin
37,31,103,428,ai4bharat,hin
26,20,71,314,ai4bharat,hin
22,19,66,257,ai4bharat,hin
15,13,49,186,ai4bharat,hin
37,30,99,424,ai4bharat,hin
10,8,29,113,ai4bharat,hin
46,39,131,570,ai4bharat,hin
33,25,76,285,ai4bharat,hin
48,39,125,517,ai4bharat,hin
27,22,66,258,ai4bharat,hin
24,18,59,246,ai4bharat,hin
24,17,59,258,ai4bharat,hin
26,20,61,277,ai4bharat,hin
27,25,74,306,ai4bharat,hin
18,15,45,160,ai4bharat,hin
34,24,86,322,ai4bharat,hin
20,16,59,235,ai4bharat,hin
17,16,46,169,ai4bharat,hin
30,25,79,294,ai4bharat,hin
29,25,81,320,ai4bharat,hin
28,24,75,304,ai4bharat,hin
21,17,51,192,ai4bharat,hin
25,21,72,245,ai4bharat,hin
15,13,38,162,ai4bharat,hin
23,18,62,212,ai4bharat,hin
25,21,62,275,ai4bharat,hin
31,24,81,326,ai4bharat,hin
52,48,137,559,ai4bharat,hin
26,18,66,325,ai4bharat,hin
50,43,138,530,ai4bharat,hin
38,30,106,417,ai4bharat,hin
38,34,108,431,ai4bharat,hin
17,14,47,183,ai4bharat,hin
19,15,47,175,ai4bharat,hin
25,23,78,309,ai4bharat,hin
20,19,64,250,ai4bharat,hin
35,32,112,447,ai4bharat,hin
31,19,72,244,ai4bharat,hin
32,23,87,340,ai4bharat,hin
31,29,109,468,ai4bharat,hin
30,27,94,378,ai4bharat,hin
37,34,107,384,ai4bharat,hin
32,26,92,366,ai4bharat,hin
34,28,90,340,ai4bharat,hin
36,31,107,470,ai4bharat,hin
15,14,51,224,ai4bharat,hin
37,33,112,449,ai4bharat,hin
25,23,75,287,ai4bharat,hin
30,26,93,360,ai4bharat,hin
40,36,128,498,ai4bharat,hin
23,22,77,330,ai4bharat,hin
35,31,108,400,ai4bharat,hin
24,20,73,276,ai4bharat,hin
37,30,112,477,ai4bharat,hin
35,31,98,405,ai4bharat,hin
46,40,137,560,ai4bharat,hin
24,23,76,290,ai4bharat,hin
63,53,178,722,ai4bharat,hin
48,41,138,520,ai4bharat,hin
34,29,103,408,ai4bharat,hin
51,40,140,539,ai4bharat,hin
29,26,84,336,ai4bharat,hin
66,55,201,809,ai4bharat,hin
29,25,88,344,ai4bharat,hin
28,20,72,307,ai4bharat,hin
26,21,67,277,ai4bharat,hin
25,23,69,263,ai4bharat,hin
31,25,87,368,ai4bharat,hin
15,13,41,187,ai4bharat,hin
14,10,38,157,ai4bharat,hin
26,21,64,301,ai4bharat,hin
27,20,67,234,ai4bharat,hin
36,27,94,393,ai4bharat,hin
17,15,51,207,ai4bharat,hin
25,22,73,293,ai4bharat,hin
22,19,60,204,ai4bharat,hin
42,38,126,485,ai4bharat,hin
33,25,81,319,ai4bharat,hin
50,38,131,528,ai4bharat,hin
31,26,81,306,ai4bharat,hin
41,33,101,448,ai4bharat,hin
19,15,49,213,ai4bharat,hin
58,40,137,530,ai4bharat,hin
20,15,52,220,ai4bharat,hin
39,32,102,385,ai4bharat,hin
30,24,80,324,ai4bharat,hin
28,22,73,311,ai4bharat,hin
45,28,103,380,ai4bharat,hin
31,20,68,262,ai4bharat,hin
31,21,79,294,ai4bharat,hin
24,22,65,240,ai4bharat,hin
20,16,53,204,ai4bharat,hin
21,20,64,221,ai4bharat,hin
43,28,101,443,ai4bharat,hin
33,23,86,280,ai4bharat,hin
38,25,86,357,ai4bharat,hin
21,19,61,276,ai4bharat,hin
32,26,87,380,ai4bharat,hin
24,23,72,307,ai4bharat,hin
36,27,95,382,ai4bharat,hin
25,19,64,284,ai4bharat,hin
23,22,70,285,ai4bharat,hin
35,31,107,371,ai4bharat,hin
33,26,87,344,ai4bharat,hin
28,24,81,326,ai4bharat,hin
32,26,83,322,ai4bharat,hin
25,17,65,231,ai4bharat,hin
34,27,104,313,ai4bharat,hin
51,35,124,438,ai4bharat,hin
19,17,59,219,ai4bharat,hin
17,15,52,222,ai4bharat,hin
34,22,81,262,ai4bharat,hin
46,27,91,375,ai4bharat,hin
25,21,70,220,ai4bharat,hin
34,27,89,316,ai4bharat,hin
26,23,74,277,ai4bharat,hin
40,29,96,370,ai4bharat,hin
40,29,102,388,ai4bharat,hin
35,28,95,389,ai4bharat,hin
19,15,48,190,ai4bharat,hin
28,21,74,277,ai4bharat,hin
16,14,45,200,ai4bharat,hin
19,15,48,201,ai4bharat,hin
17,16,47,183,ai4bharat,hin
25,20,67,281,ai4bharat,hin
33,19,74,285,ai4bharat,hin
28,23,73,305,ai4bharat,hin
28,26,88,391,ai4bharat,hin
40,36,120,542,ai4bharat,hin
26,20,70,270,ai4bharat,hin
31,25,82,358,ai4bharat,hin
28,18,61,233,ai4bharat,hin
39,33,109,397,ai4bharat,hin
26,20,66,243,ai4bharat,hin
35,30,94,373,ai4bharat,hin
37,25,90,353,ai4bharat,hin
36,26,92,320,ai4bharat,hin
33,29,103,377,ai4bharat,hin
38,32,107,414,ai4bharat,hin
27,19,64,204,ai4bharat,hin
21,18,60,191,ai4bharat,hin
31,29,102,370,ai4bharat,hin
23,19,66,231,ai4bharat,hin
32,25,87,371,ai4bharat,hin
28,23,75,298,ai4bharat,hin
32,26,87,350,ai4bharat,hin
28,22,71,308,ai4bharat,hin
30,21,76,313,ai4bharat,hin
29,20,73,314,ai4bharat,hin
39,26,96,310,ai4bharat,hin
22,17,61,252,ai4bharat,hin
26,24,75,274,ai4bharat,hin
49,31,105,438,ai4bharat,hin
19,17,55,210,ai4bharat,hin
30,23,70,261,ai4bharat,hin
21,18,60,259,ai4bharat,hin
41,33,107,402,ai4bharat,hin
32,27,85,354,ai4bharat,hin
33,26,81,315,ai4bharat,hin
30,29,88,319,ai4bharat,hin
34,31,101,407,ai4bharat,hin
40,31,107,414,ai4bharat,hin
40,30,97,381,ai4bharat,hin
22,21,69,267,ai4bharat,hin
44,33,112,452,ai4bharat,hin
29,22,75,298,ai4bharat,hin
34,26,79,324,ai4bharat,hin
23,19,58,250,ai4bharat,hin
39,37,118,479,ai4bharat,hin
34,23,82,348,ai4bharat,hin
48,40,136,509,ai4bharat,hin
31,27,88,320,ai4bharat,hin
31,26,84,334,ai4bharat,hin
32,28,85,320,ai4bharat,hin
31,24,79,279,ai4bharat,hin
24,17,57,227,ai4bharat,hin
21,17,52,199,ai4bharat,hin
31,25,85,339,ai4bharat,hin
20,17,57,233,ai4bharat,hin
29,25,83,319,ai4bharat,hin
26,21,72,265,ai4bharat,hin
28,18,63,246,ai4bharat,hin
37,25,87,328,ai4bharat,hin
23,18,63,231,ai4bharat,hin
23,20,72,292,ai4bharat,hin
31,29,92,324,ai4bharat,hin
44,38,127,493,ai4bharat,hin
38,25,94,298,ai4bharat,hin
43,36,106,416,ai4bharat,hin
38,32,104,385,ai4bharat,hin
32,25,81,274,ai4bharat,hin
21,19,61,232,ai4bharat,hin
28,24,75,307,ai4bharat,hin
36,32,116,417,ai4bharat,hin
24,21,68,283,ai4bharat,hin
36,32,103,374,ai4bharat,hin
25,22,75,290,ai4bharat,hin
19,18,59,240,ai4bharat,hin
28,24,81,322,ai4bharat,hin
47,32,115,472,ai4bharat,hin
35,26,88,323,ai4bharat,hin
38,31,104,349,ai4bharat,hin
27,22,75,331,ai4bharat,hin
28,21,72,317,ai4bharat,hin
33,24,76,326,ai4bharat,hin
34,27,89,377,ai4bharat,hin
32,22,75,317,ai4bharat,hin
25,17,58,240,ai4bharat,hin
18,12,40,132,ai4bharat,hin
41,39,131,534,ai4bharat,hin
36,29,100,396,ai4bharat,hin
38,33,102,410,ai4bharat,hin
53,42,145,605,ai4bharat,hin
26,22,64,247,ai4bharat,hin
28,26,85,346,ai4bharat,hin
48,40,124,448,ai4bharat,hin
25,16,60,218,ai4bharat,hin
42,33,106,418,ai4bharat,hin
44,33,103,405,ai4bharat,hin
41,30,103,431,ai4bharat,hin
41,32,104,462,ai4bharat,hin
43,31,106,462,ai4bharat,hin
23,20,62,256,ai4bharat,hin
36,33,101,404,ai4bharat,hin
26,17,55,241,ai4bharat,hin
48,38,124,487,ai4bharat,hin
17,12,40,175,ai4bharat,hin
37,33,109,429,ai4bharat,hin
41,37,125,524,ai4bharat,hin
20,16,51,176,ai4bharat,hin
29,26,84,314,ai4bharat,hin
45,32,112,409,ai4bharat,hin
34,29,99,384,ai4bharat,hin
20,18,62,250,ai4bharat,hin
31,28,90,368,ai4bharat,hin
28,23,79,343,ai4bharat,hin
48,36,133,523,ai4bharat,hin
39,28,96,310,ai4bharat,hin
49,35,126,506,ai4bharat,hin
30,28,84,354,ai4bharat,hin
29,26,87,331,ai4bharat,hin
33,27,93,356,ai4bharat,hin
18,12,44,175,ai4bharat,hin
24,19,72,300,ai4bharat,hin
29,25,90,344,ai4bharat,hin
33,26,90,367,ai4bharat,hin
26,20,67,227,ai4bharat,hin
29,20,71,300,ai4bharat,hin
39,38,115,488,ai4bharat,hin
24,21,67,305,ai4bharat,hin
22,18,71,283,ai4bharat,hin
23,23,74,285,ai4bharat,hin
31,27,92,346,ai4bharat,hin
23,20,69,296,ai4bharat,hin
30,25,87,381,ai4bharat,hin
32,28,93,344,ai4bharat,hin
21,18,60,255,ai4bharat,hin
27,21,71,268,ai4bharat,hin
29,23,85,345,ai4bharat,hin
26,22,74,277,ai4bharat,hin
31,24,77,324,ai4bharat,hin
30,25,75,296,ai4bharat,hin
22,19,55,209,ai4bharat,hin
45,41,123,432,ai4bharat,hin
35,30,99,349,ai4bharat,hin
34,29,98,378,ai4bharat,hin
31,28,89,332,ai4bharat,hin
34,31,95,326,ai4bharat,hin
21,20,63,236,ai4bharat,hin
20,18,56,219,ai4bharat,hin
17,15,44,174,ai4bharat,hin
23,21,70,274,ai4bharat,hin
20,16,49,210,ai4bharat,hin
17,13,44,204,ai4bharat,hin
37,31,101,354,ai4bharat,hin
40,25,91,365,ai4bharat,hin
30,22,85,359,ai4bharat,hin
25,15,50,237,ai4bharat,hin
39,31,109,458,ai4bharat,hin
37,25,87,348,ai4bharat,hin
23,18,63,251,ai4bharat,hin
37,35,116,419,ai4bharat,hin
39,32,112,435,ai4bharat,hin
24,23,71,299,ai4bharat,hin
19,16,57,224,ai4bharat,hin
33,31,105,424,ai4bharat,hin
39,35,106,430,ai4bharat,hin
15,14,48,209,ai4bharat,hin
33,27,84,324,ai4bharat,hin
18,15,47,192,ai4bharat,hin
35,29,91,342,ai4bharat,hin
20,17,53,194,ai4bharat,hin
29,23,79,326,ai4bharat,hin
21,15,52,243,ai4bharat,hin
29,28,88,301,ai4bharat,hin
27,23,82,281,ai4bharat,hin
43,36,111,451,ai4bharat,hin
47,43,140,534,ai4bharat,hin
30,27,81,298,ai4bharat,hin
44,41,125,442,ai4bharat,hin
52,43,149,650,ai4bharat,hin
27,23,72,268,ai4bharat,hin
31,25,78,290,ai4bharat,hin
40,37,121,469,ai4bharat,hin
32,26,86,326,ai4bharat,hin
44,36,117,438,ai4bharat,hin
34,29,85,347,ai4bharat,hin
44,40,133,524,ai4bharat,hin
28,20,69,289,ai4bharat,hin
17,13,43,173,ai4bharat,hin
42,35,117,497,ai4bharat,hin
19,16,56,238,ai4bharat,hin
12,8,27,130,ai4bharat,hin
40,30,109,393,ai4bharat,hin
40,33,103,404,ai4bharat,hin
59,40,155,650,ai4bharat,hin
26,18,64,249,ai4bharat,hin
23,16,56,226,ai4bharat,hin
14,11,35,133,ai4bharat,hin
40,34,110,435,ai4bharat,hin
20,14,44,153,ai4bharat,hin
35,27,91,353,ai4bharat,hin
39,37,113,427,ai4bharat,hin
42,37,126,429,ai4bharat,hin
37,30,100,389,ai4bharat,hin
16,13,44,157,ai4bharat,hin
39,32,118,443,ai4bharat,hin
25,20,70,295,ai4bharat,hin
18,16,55,236,ai4bharat,hin
41,32,116,500,ai4bharat,hin
19,14,46,185,ai4bharat,hin
66,47,174,647,ai4bharat,hin
20,18,58,226,ai4bharat,hin
39,29,96,374,ai4bharat,hin
24,19,70,328,ai4bharat,hin
15,14,44,190,ai4bharat,hin
45,26,99,396,ai4bharat,hin
32,27,84,333,ai4bharat,hin
54,47,154,586,ai4bharat,hin
19,13,46,182,ai4bharat,hin
45,41,132,498,ai4bharat,hin
39,30,104,383,ai4bharat,hin
43,32,112,418,ai4bharat,hin
31,27,75,314,ai4bharat,hin
16,14,47,175,ai4bharat,hin
37,33,105,408,ai4bharat,hin
25,25,80,357,ai4bharat,hin
22,20,61,233,ai4bharat,hin
31,22,76,203,ai4bharat,hin
9,8,30,118,ai4bharat,hin
31,28,97,373,ai4bharat,hin
25,20,68,267,ai4bharat,hin
32,28,93,365,ai4bharat,hin
29,25,83,331,ai4bharat,hin
41,37,122,494,ai4bharat,hin
27,21,82,360,ai4bharat,hin
22,16,51,210,ai4bharat,hin
15,14,43,154,ai4bharat,hin
34,28,96,406,ai4bharat,hin
24,19,67,272,ai4bharat,hin
34,29,95,366,ai4bharat,hin
33,30,99,349,ai4bharat,hin
47,36,125,480,ai4bharat,hin
34,24,86,344,ai4bharat,hin
32,26,76,293,ai4bharat,hin
13,12,43,185,ai4bharat,hin
44,31,103,387,ai4bharat,hin
18,12,41,186,ai4bharat,hin
22,20,66,251,ai4bharat,hin
25,24,72,291,ai4bharat,hin
18,15,49,189,ai4bharat,hin
30,23,81,352,ai4bharat,hin
44,36,121,496,ai4bharat,hin
20,15,50,175,ai4bharat,hin
33,25,89,367,ai4bharat,hin
37,24,85,335,ai4bharat,hin
37,29,94,393,ai4bharat,hin
26,21,71,264,ai4bharat,hin
26,24,77,309,ai4bharat,hin
15,13,46,211,ai4bharat,hin
23,18,68,269,ai4bharat,hin
20,18,67,301,ai4bharat,hin
36,33,108,451,ai4bharat,hin
24,16,90,339,ai4bharat,tam
48,27,162,707,ai4bharat,tam
32,22,129,537,ai4bharat,tam
62,36,205,879,ai4bharat,tam
36,22,130,549,ai4bharat,tam
41,21,116,489,ai4bharat,tam
13,8,41,171,ai4bharat,tam
35,24,119,488,ai4bharat,tam
21,10,53,210,ai4bharat,tam
20,12,62,258,ai4bharat,tam
34,20,115,495,ai4bharat,tam
38,23,142,589,ai4bharat,tam
33,18,111,437,ai4bharat,tam
32,20,128,580,ai4bharat,tam
45,26,172,710,ai4bharat,tam
51,33,199,848,ai4bharat,tam
45,27,174,755,ai4bharat,tam
26,12,76,324,ai4bharat,tam
36,23,126,489,ai4bharat,tam
70,35,210,827,ai4bharat,tam
22,13,72,320,ai4bharat,tam
18,11,64,273,ai4bharat,tam
37,23,126,487,ai4bharat,tam
50,28,149,615,ai4bharat,tam
26,17,111,497,ai4bharat,tam
24,13,78,341,ai4bharat,tam
23,17,106,468,ai4bharat,tam
44,25,152,637,ai4bharat,tam
37,16,109,488,ai4bharat,tam
16,8,56,242,ai4bharat,tam
56,33,193,809,ai4bharat,tam
48,27,176,754,ai4bharat,tam
35,20,116,514,ai4bharat,tam
29,18,119,537,ai4bharat,tam
17,10,66,283,ai4bharat,tam
26,15,83,362,ai4bharat,tam
42,25,173,746,ai4bharat,tam
26,16,100,431,ai4bharat,tam
19,13,74,317,ai4bharat,tam
15,7,49,206,ai4bharat,tam
33,15,111,510,ai4bharat,tam
24,9,55,157,ai4bharat,tam
35,16,106,366,ai4bharat,tam
29,14,79,267,ai4bharat,tam
27,16,97,407,ai4bharat,tam
29,19,105,437,ai4bharat,tam
35,22,112,437,ai4bharat,tam
20,14,85,378,ai4bharat,tam
22,14,78,314,ai4bharat,tam
23,17,91,384,ai4bharat,tam
15,9,47,160,ai4bharat,tam
35,24,145,594,ai4bharat,tam
19,13,83,374,ai4bharat,tam
25,17,99,438,ai4bharat,tam
35,22,128,555,ai4bharat,tam
59,32,173,738,ai4bharat,tam
41,26,143,604,ai4bharat,tam
47,25,142,590,ai4bharat,tam
20,11,80,348,ai4bharat,tam
16,8,54,239,ai4bharat,tam
28,16,99,420,ai4bharat,tam
20,14,74,306,ai4bharat,tam
23,16,98,402,ai4bharat,tam
41,23,143,627,ai4bharat,tam
32,20,116,468,ai4bharat,tam
30,18,94,358,ai4bharat,tam
21,14,78,342,ai4bharat,tam
22,16,79,328,ai4bharat,tam
