tokens,words,graphemes,bytes,tokenizer,language
31,19,93,377,ai4bharat,tam
31,21,115,491,ai4bharat,tam
21,13,78,347,ai4bharat,tam
64,33,194,835,ai4bharat,tam
41,22,138,607,ai4bharat,tam
41,26,163,702,ai4bharat,tam
30,20,124,533,ai4bharat,tam
29,18,105,452,ai4bharat,tam
37,20,137,601,ai4bharat,tam
23,15,98,426,ai4bharat,tam
16,8,45,183,ai4bharat,tam
33,22,118,484,ai4bharat,tam
29,14,80,351,ai4bharat,tam
20,13,63,246,ai4bharat,tam
28,14,78,296,ai4bharat,tam
30,16,86,359,ai4bharat,tam
17,11,49,183,ai4bharat,tam
24,16,85,373,ai4bharat,tam
37,23,135,541,ai4bharat,tam
28,19,118,510,ai4bharat,tam
24,15,94,415,ai4bharat,tam
25,14,78,352,ai4bharat,tam
27,17,84,364,ai4bharat,tam
28,17,95,411,ai4bharat,tam
29,17,105,453,ai4bharat,tam
14,7,45,211,ai4bharat,tam
36,15,111,521,ai4bharat,tam
20,9,63,277,ai4bharat,tam
27,14,97,429,ai4bharat,tam
29,13,79,328,ai4bharat,tam
26,16,90,354,ai4bharat,tam
23,17,101,441,ai4bharat,tam
18,13,66,266,ai4bharat,tam
33,22,143,566,ai4bharat,tam
38,20,112,494,ai4bharat,tam
15,9,54,234,ai4bharat,tam
19,14,84,359,ai4bharat,tam
25,14,85,373,ai4bharat,tam
11,7,41,187,ai4bharat,tam
52,30,182,793,ai4bharat,tam
58,33,167,665,ai4bharat,tam
21,14,78,329,ai4bharat,tam
27,13,78,307,ai4bharat,tam
10,9,49,204,ai4bharat,tam
12,10,50,205,ai4bharat,tam
17,11,60,246,ai4bharat,tam
39,25,148,638,ai4bharat,tam
27,15,100,436,ai4bharat,tam
22,18,103,444,ai4bharat,tam
36,18,117,514,ai4bharat,tam
14,8,45,171,ai4bharat,tam
43,24,159,644,ai4bharat,tam
45,23,130,504,ai4bharat,tam
38,23,142,594,ai4bharat,tam
15,9,59,262,ai4bharat,tam
11,8,42,169,ai4bharat,tam
17,14,67,246,ai4bharat,tam
34,22,130,534,ai4bharat,tam
7,5,33,140,ai4bharat,tam
38,19,124,544,ai4bharat,tam
25,17,92,366,ai4bharat,tam
19,15,85,364,ai4bharat,tam
18,15,76,327,ai4bharat,tam
36,28,149,613,ai4bharat,tam
29,19,113,485,ai4bharat,tam
17,9,59,268,ai4bharat,tam
22,11,63,205,ai4bharat,tam
23,14,86,362,ai4bharat,tam
13,8,48,180,ai4bharat,tam
18,12,67,254,ai4bharat,tam
18,11,67,272,ai4bharat,tam
29,16,83,304,ai4bharat,tam
31,20,114,495,ai4bharat,tam
31,19,110,454,ai4bharat,tam
22,15,81,347,ai4bharat,tam
23,12,75,335,ai4bharat,tam
20,12,72,295,ai4bharat,tam
32,19,128,581,ai4bharat,tam
30,15,100,377,ai4bharat,tam
25,16,97,410,ai4bharat,tam
19,13,78,317,ai4bharat,tam
18,11,70,291,ai4bharat,tam
31,21,104,448,ai4bharat,tam
44,22,130,556,ai4bharat,tam
33,21,100,384,ai4bharat,tam
28,21,100,408,ai4bharat,tam
25,16,107,485,ai4bharat,tam
39,29,157,663,ai4bharat,tam
39,24,141,630,ai4bharat,tam
17,11,67,285,ai4bharat,tam
30,19,106,373,ai4bharat,tam
24,14,78,325,ai4bharat,tam
16,9,59,245,ai4bharat,tam
63,39,220,920,ai4bharat,tam
39,24,147,636,ai4bharat,tam
27,17,95,429,ai4bharat,tam
9,6,42,181,ai4bharat,tam
43,24,170,726,ai4bharat,tam
33,17,120,531,ai4bharat,tam
27,18,103,377,ai4bharat,tam
34,21,114,479,ai4bharat,tam
26,15,89,351,ai4bharat,tam
26,19,102,416,ai4bharat,tam
22,10,52,216,ai4bharat,tam
17,10,63,283,ai4bharat,tam
22,13,82,350,ai4bharat,tam
41,21,121,511,ai4bharat,tam
20,11,71,320,ai4bharat,tam
37,17,109,510,ai4bharat,tam
24,17,83,325,ai4bharat,tam
15,6,40,184,ai4bharat,tam
15,12,58,246,ai4bharat,tam
27,14,89,397,ai4bharat,tam
19,10,50,198,ai4bharat,tam
31,17,103,418,ai4bharat,tam
33,19,98,392,ai4bharat,tam
36,23,148,644,ai4bharat,tam
34,17,100,426,ai4bharat,tam
21,14,66,271,ai4bharat,tam
29,13,88,347,ai4bharat,tam
30,15,103,372,ai4bharat,tam
31,15,85,351,ai4bharat,tam
27,15,89,380,ai4bharat,tam
34,21,113,494,ai4bharat,tam
42,21,132,578,ai4bharat,tam
58,33,189,796,ai4bharat,tam
23,14,69,302,ai4bharat,tam
18,10,62,258,ai4bharat,tam
39,23,158,651,ai4bharat,tam
66,38,220,986,ai4bharat,tam
17,11,77,342,ai4bharat,tam
20,13,75,315,ai4bharat,tam
41,23,124,541,ai4bharat,tam
49,23,132,610,ai4bharat,tam
40,20,115,525,ai4bharat,tam
60,29,166,747,ai4bharat,tam
35,20,113,465,ai4bharat,tam
35,17,112,501,ai4bharat,tam
15,11,61,253,ai4bharat,tam
35,19,110,503,ai4bharat,tam
29,16,86,368,ai4bharat,tam
19,9,63,280,ai4bharat,tam
15,9,46,201,ai4bharat,tam
18,11,71,320,ai4bharat,tam
13,8,49,224,ai4bharat,tam
19,12,74,190,ai4bharat,tam
36,18,108,466,ai4bharat,tam
34,20,116,511,ai4bharat,tam
14,10,57,253,ai4bharat,tam
29,18,108,473,ai4bharat,tam
24,14,94,408,ai4bharat,tam
23,15,93,397,ai4bharat,tam
9,7,36,148,ai4bharat,tam
25,16,87,398,ai4bharat,tam
29,19,103,421,ai4bharat,tam
31,16,77,332,ai4bharat,tam
13,8,51,222,ai4bharat,tam
17,11,65,278,ai4bharat,tam
30,19,100,422,ai4bharat,tam
21,12,58,256,ai4bharat,tam
26,16,79,317,ai4bharat,tam
20,13,69,313,ai4bharat,tam
16,9,49,150,ai4bharat,tam
20,12,69,294,ai4bharat,tam
33,19,97,411,ai4bharat,tam
13,7,37,161,ai4bharat,tam
38,20,126,494,ai4bharat,tam
18,9,51,212,ai4bharat,tam
38,18,110,511,ai4bharat,tam
27,15,111,515,ai4bharat,tam
23,13,89,404,ai4bharat,tam
25,14,80,362,ai4bharat,tam
38,23,127,522,ai4bharat,tam
31,17,105,468,ai4bharat,tam
24,15,83,344,ai4bharat,tam
18,7,58,257,ai4bharat,tam
36,20,107,467,ai4bharat,tam
16,9,49,205,ai4bharat,tam
30,19,98,386,ai4bharat,tam
72,42,238,1006,ai4bharat,tam
46,28,147,610,ai4bharat,tam
25,14,75,302,ai4bharat,tam
34,21,119,388,ai4bharat,tam
16,13,80,327,ai4bharat,tam
29,15,97,422,ai4bharat,tam
11,7,39,167,ai4bharat,tam
16,10,57,251,ai4bharat,tam
30,23,144,598,ai4bharat,tam
33,17,107,448,ai4bharat,tam
24,15,96,399,ai4bharat,tam
26,13,87,385,ai4bharat,tam
38,13,102,452,ai4bharat,tam
27,18,106,466,ai4bharat,tam
22,15,93,383,ai4bharat,tam
9,6,32,130,ai4bharat,tam
15,12,64,270,ai4bharat,tam
36,17,103,474,ai4bharat,tam
40,23,143,555,ai4bharat,tam
29,19,90,384,ai4bharat,tam
34,24,131,451,ai4bharat,tam
21,12,71,302,ai4bharat,tam
31,13,74,287,ai4bharat,tam
33,18,98,430,ai4bharat,tam
44,26,144,602,ai4bharat,tam
23,9,50,225,ai4bharat,tam
19,10,63,278,ai4bharat,tam
31,19,112,424,ai4bharat,tam
70,35,202,775,ai4bharat,tam
37,22,120,493,ai4bharat,tam
16,11,52,227,ai4bharat,tam
38,25,128,537,ai4bharat,tam
30,16,82,337,ai4bharat,tam
19,11,72,323,ai4bharat,tam
16,11,55,241,ai4bharat,tam
14,10,54,212,ai4bharat,tam
23,16,81,323,ai4bharat,tam
16,9,58,258,ai4bharat,tam
15,7,48,217,ai4bharat,tam
22,12,65,285,ai4bharat,tam
23,16,100,416,ai4bharat,tam
34,18,123,545,ai4bharat,tam
29,14,109,457,ai4bharat,tam
25,16,118,533,ai4bharat,tam
31,20,114,464,ai4bharat,tam
26,16,98,433,ai4bharat,tam
32,19,109,464,ai4bharat,tam
22,15,99,442,ai4bharat,tam
57,21,144,632,ai4bharat,tam
41,21,145,661,ai4bharat,tam
20,11,65,271,ai4bharat,tam
11,6,33,138,ai4bharat,tam
26,18,86,363,ai4bharat,tam
22,10,68,296,ai4bharat,tam
23,11,77,297,ai4bharat,tam
33,21,120,505,ai4bharat,tam
24,14,93,383,ai4bharat,tam
28,16,94,323,ai4bharat,tam
19,11,85,335,ai4bharat,tam
28,13,71,239,ai4bharat,tam
16,11,66,284,ai4bharat,tam
14,11,59,264,ai4bharat,tam
29,18,110,511,ai4bharat,tam
18,9,51,219,ai4bharat,tam
18,11,66,268,ai4bharat,tam
22,11,75,324,ai4bharat,tam
21,10,69,311,ai4bharat,tam
16,8,49,227,ai4bharat,tam
21,12,76,315,ai4bharat,tam
23,12,79,355,ai4bharat,tam
20,13,81,373,ai4bharat,tam
18,10,64,282,ai4bharat,tam
12,6,35,153,ai4bharat,tam
33,17,103,416,ai4bharat,tam
52,30,174,674,ai4bharat,tam
26,18,102,386,ai4bharat,tam
36,23,129,570,ai4bharat,tam
21,14,75,310,ai4bharat,tam
35,23,140,584,ai4bharat,tam
43,21,133,559,ai4bharat,tam
18,11,74,335,ai4bharat,tam
37,17,115,487,ai4bharat,tam
27,16,106,480,ai4bharat,tam
21,13,79,347,ai4bharat,tam
30,20,119,528,ai4bharat,tam
22,16,83,333,ai4bharat,tam
17,10,64,250,ai4bharat,tam
13,6,42,167,ai4bharat,tam
33,22,131,571,ai4bharat,tam
37,23,159,712,ai4bharat,tam
30,17,115,518,ai4bharat,tam
24,16,106,461,ai4bharat,tam
27,16,96,415,ai4bharat,tam
77,40,257,1122,ai4bharat,tam
19,10,60,248,ai4bharat,tam
28,15,84,336,ai4bharat,tam
44,27,158,642,ai4bharat,tam
22,13,75,322,ai4bharat,tam
20,10,54,238,ai4bharat,tam
25,13,70,266,ai4bharat,tam
34,16,103,436,ai4bharat,tam
19,13,67,274,ai4bharat,tam
30,18,102,434,ai4bharat,tam
30,17,99,416,ai4bharat,tam
22,12,82,372,ai4bharat,tam
34,20,119,491,ai4bharat,tam
17,11,70,306,ai4bharat,tam
23,14,83,375,ai4bharat,tam
34,18,127,574,ai4bharat,tam
21,13,77,332,ai4bharat,tam
27,18,115,488,ai4bharat,tam
15,11,58,246,ai4bharat,tam
26,17,81,327,ai4bharat,tam
32,18,100,393,ai4bharat,tam
30,16,100,438,ai4bharat,tam
16,8,53,231,ai4bharat,tam
23,15,82,353,ai4bharat,tam
15,12,77,330,ai4bharat,tam
33,20,121,500,ai4bharat,tam
40,26,129,522,ai4bharat,tam
32,17,90,387,ai4bharat,tam
27,13,73,307,ai4bharat,tam
45,23,140,618,ai4bharat,tam
23,14,83,369,ai4bharat,tam
35,19,116,506,ai4bharat,tam
53,41,205,846,ai4bharat,tam
34,23,141,602,ai4bharat,tam
17,12,72,318,ai4bharat,tam
27,16,104,444,ai4bharat,tam
23,19,112,465,ai4bharat,tam
33,16,99,430,ai4bharat,tam
32,14,102,451,ai4bharat,tam
19,11,69,291,ai4bharat,tam
24,16,97,413,ai4bharat,tam
27,15,83,349,ai4bharat,tam
41,27,144,607,ai4bharat,tam
39,23,132,540,ai4bharat,tam
26,15,73,308,ai4bharat,tam
53,25,167,713,ai4bharat,tam
33,20,120,519,ai4bharat,tam
28,15,93,412,ai4bharat,tam
36,15,92,400,ai4bharat,tam
18,12,74,311,ai4bharat,tam
27,14,89,384,ai4bharat,tam
26,14,87,379,ai4bharat,tam
22,12,76,322,ai4bharat,tam
14,7,44,194,ai4bharat,tam
17,9,57,248,ai4bharat,tam
12,7,42,194,ai4bharat,tam
23,13,84,357,ai4bharat,tam
14,10,53,227,ai4bharat,tam
55,30,171,769,ai4bharat,tam
13,8,53,236,ai4bharat,tam
39,21,122,501,ai4bharat,tam
28,14,93,408,ai4bharat,tam
25,14,74,298,ai4bharat,tam
39,19,130,511,ai4bharat,tam
48,26,146,563,ai4bharat,tam
15,6,41,181,ai4bharat,tam
27,14,84,373,ai4bharat,tam
37,23,150,614,ai4bharat,tam
30,20,99,373,ai4bharat,tam
21,13,73,331,ai4bharat,tam
22,15,80,340,ai4bharat,tam
48,31,160,707,ai4bharat,tam
29,20,118,483,ai4bharat,tam
21,12,90,380,ai4bharat,tam
27,17,89,374,ai4bharat,tam
34,23,138,598,ai4bharat,tam
13,12,64,270,ai4bharat,tam
28,23,136,587,ai4bharat,tam
29,19,114,450,ai4bharat,tam
42,23,118,474,ai4bharat,tam
22,16,108,479,ai4bharat,tam
22,14,69,259,ai4bharat,tam
22,15,74,312,ai4bharat,tam
32,20,104,435,ai4bharat,tam
47,27,164,689,ai4bharat,tam
46,21,127,467,ai4bharat,tam
49,26,150,565,ai4bharat,tam
25,15,77,329,ai4bharat,tam
23,16,104,442,ai4bharat,tam
22,13,76,306,ai4bharat,tam
28,20,103,400,ai4bharat,tam
20,15,82,337,ai4bharat,tam
17,13,60,185,ai4bharat,tam
25,15,80,314,ai4bharat,tam
22,14,82,328,ai4bharat,tam
27,18,105,452,ai4bharat,tam
31,19,108,464,ai4bharat,tam
21,12,89,386,ai4bharat,tam
21,14,82,353,ai4bharat,tam
16,9,57,258,ai4bharat,tam
41,22,136,577,ai4bharat,tam
40,28,153,650,ai4bharat,tam
15,10,58,248,ai4bharat,tam
43,26,166,709,ai4bharat,tam
31,18,109,461,ai4bharat,tam
25,13,73,326,ai4bharat,tam
21,12,75,309,ai4bharat,tam
22,16,93,410,ai4bharat,tam
21,14,79,331,ai4bharat,tam
41,25,136,561,ai4bharat,tam
28,19,118,527,ai4bharat,tam
35,24,140,591,ai4bharat,tam
14,9,54,225,ai4bharat,tam
35,22,124,492,ai4bharat,tam
36,24,139,582,ai4bharat,tam
25,15,92,395,ai4bharat,tam
19,11,79,357,ai4bharat,tam
16,11,68,299,ai4bharat,tam
39,23,138,540,ai4bharat,tam
18,10,58,253,ai4bharat,tam
28,15,84,346,ai4bharat,tam
24,15,89,379,ai4bharat,tam
34,23,113,463,ai4bharat,tam
16,9,51,223,ai4bharat,tam
32,16,102,436,ai4bharat,tam
53,26,149,606,ai4bharat,tam
39,20,129,548,ai4bharat,tam
31,20,92,341,ai4bharat,tam
35,24,120,522,ai4bharat,tam
22,15,77,333,ai4bharat,tam
31,19,111,453,ai4bharat,tam
74,37,194,740,ai4bharat,tam
30,17,97,423,ai4bharat,tam
20,10,65,280,ai4bharat,tam
26,14,80,344,ai4bharat,tam
16,8,61,290,ai4bharat,tam
39,25,153,667,ai4bharat,tam
25,13,88,360,ai4bharat,tam
19,10,58,263,ai4bharat,tam
33,21,117,422,ai4bharat,tam
28,18,91,367,ai4bharat,tam
42,33,199,858,ai4bharat,tam
50,30,197,821,ai4bharat,tam
16,10,60,248,ai4bharat,tam
29,21,119,524,ai4bharat,tam
27,18,109,481,ai4bharat,tam
30,14,88,384,ai4bharat,tam
43,25,170,707,ai4bharat,tam
30,14,96,409,ai4bharat,tam
26,14,69,233,ai4bharat,tam
39,21,125,534,ai4bharat,tam
21,11,69,305,ai4bharat,tam
24,13,77,300,ai4bharat,tam
17,8,53,234,ai4bharat,tam
24,15,80,315,ai4bharat,tam
36,22,130,562,ai4bharat,tam
20,14,85,362,ai4bharat,tam
44,28,154,638,ai4bharat,tam
19,14,87,375,ai4bharat,tam
31,16,115,483,ai4bharat,tam
23,12,83,340,ai4bharat,tam
34,17,99,403,ai4bharat,tam
32,20,127,552,ai4bharat,tam
42,19,147,659,ai4bharat,tam
56,30,216,902,ai4bharat,tam
22,12,88,393,ai4bharat,tam
15,10,76,335,ai4bharat,tam
42,23,151,639,ai4bharat,tam
26,11,73,328,ai4bharat,tam
31,23,118,483,ai4bharat,tam
35,18,99,423,ai4bharat,tam
35,19,120,525,ai4bharat,tam
28,16,99,426,ai4bharat,tam
20,12,73,303,ai4bharat,tam
14,11,62,272,ai4bharat,tam
25,17,107,442,ai4bharat,tam
16,12,69,304,ai4bharat,tam
14,8,55,239,ai4bharat,tam
24,14,85,366,ai4bharat,tam
21,12,81,308,ai4bharat,tam
36,20,129,510,ai4bharat,tam
29,18,104,454,ai4bharat,tam
25,17,94,388,ai4bharat,tam
31,19,106,485,ai4bharat,tam
21,15,89,384,ai4bharat,tam
23,15,89,379,ai4bharat,tam
20,12,73,327,ai4bharat,tam
22,14,80,362,ai4bharat,tam
34,19,113,489,ai4bharat,tam
19,12,73,309,ai4bharat,tam
37,18,114,488,ai4bharat,tam
41,23,129,512,ai4bharat,tam
36,21,119,513,ai4bharat,tam
29,17,104,442,ai4bharat,tam
27,17,98,425,ai4bharat,tam
33,19,106,463,ai4bharat,tam
44,25,151,653,ai4bharat,tam
21,14,73,302,ai4bharat,tam
24,16,85,371,ai4bharat,tam
21,15,79,316,ai4bharat,tam
29,19,105,452,ai4bharat,tam
25,15,82,359,ai4bharat,tam
33,17,102,429,ai4bharat,tam
33,20,130,553,ai4bharat,tam
42,28,143,594,ai4bharat,tam
19,13,73,323,ai4bharat,tam
33,19,110,468,ai4bharat,tam
28,16,91,364,ai4bharat,tam
67,41,254,1047,ai4bharat,tam
23,19,104,442,ai4bharat,tam
40,26,163,700,ai4bharat,tam
39,23,148,616,ai4bharat,tam
21,12,73,292,ai4bharat,tam
24,14,83,378,ai4bharat,tam
26,14,83,330,ai4bharat,tam
25,14,86,371,ai4bharat,tam
65,36,233,970,ai4bharat,tam
15,7,53,230,ai4bharat,tam
41,23,128,532,ai4bharat,tam
36,22,142,599,ai4bharat,tam
21,11,73,303,ai4bharat,tam
23,12,78,312,ai4bharat,tam
31,17,115,491,ai4bharat,tam
15,8,54,230,ai4bharat,tam
47,20,135,577,ai4bharat,tam
31,17,120,529,ai4bharat,tam
33,23,130,564,ai4bharat,tam
33,23,147,627,ai4bharat,tam
48,31,165,695,ai4bharat,tam
26,14,85,309,ai4bharat,tam
20,14,67,279,ai4bharat,tam
35,21,112,473,ai4bharat,tam
26,17,89,356,ai4bharat,tam
33,17,97,399,ai4bharat,tam
23,14,76,317,ai4bharat,tam
16,9,54,220,ai4bharat,tam
30,17,97,407,ai4bharat,tam
22,13,84,364,ai4bharat,tam
45,28,137,501,ai4bharat,tam
23,15,90,383,ai4bharat,tam
20,13,80,346,ai4bharat,tam
18,8,52,239,ai4bharat,tam
21,11,68,297,ai4bharat,tam
32,17,104,459,ai4bharat,tam
31,15,96,421,ai4bharat,tam
39,22,123,466,ai4bharat,tam
25,17,90,358,ai4bharat,tam
21,11,71,314,ai4bharat,tam
23,15,84,348,ai4bharat,tam
13,8,51,222,ai4bharat,tam
22,14,91,412,ai4bharat,tam
30,19,118,501,ai4bharat,tam
42,30,171,741,ai4bharat,tam
23,12,80,351,ai4bharat,tam
19,9,61,262,ai4bharat,tam
21,15,85,370,ai4bharat,tam
30,17,113,497,ai4bharat,tam
31,19,121,499,ai4bharat,tam
27,16,97,417,ai4bharat,tam
18,13,63,250,ai4bharat,tam
25,11,74,309,ai4bharat,tam
38,20,111,448,ai4bharat,tam
35,23,142,630,ai4bharat,tam
28,17,114,488,ai4bharat,tam
23,17,101,424,ai4bharat,tam
36,18,133,592,ai4bharat,tam
24,11,76,348,ai4bharat,tam
31,24,147,632,ai4bharat,tam
29,16,104,456,ai4bharat,tam
32,22,131,571,ai4bharat,tam
18,14,98,441,ai4bharat,tam
20,15,78,324,ai4bharat,tam
35,21,139,579,ai4bharat,tam
23,17,105,444,ai4bharat,tam
32,15,100,409,ai4bharat,tam
33,19,133,575,ai4bharat,tam
32,17,108,422,ai4bharat,tam
18,9,63,263,ai4bharat,tam
30,17,105,436,ai4bharat,tam
18,11,68,300,ai4bharat,tam
19,11,68,279,ai4bharat,tam
23,12,62,259,ai4bharat,tam
20,12,67,277,ai4bharat,tam
37,27,139,552,ai4bharat,tam
16,9,52,215,ai4bharat,tam
26,19,95,382,ai4bharat,tam
16,11,47,177,ai4bharat,tam
19,12,65,275,ai4bharat,tam
24,13,71,257,ai4bharat,tam
37,21,122,536,ai4bharat,tam
29,17,102,433,ai4bharat,tam
22,18,80,316,ai4bharat,tam
16,11,68,284,ai4bharat,tam
24,16,93,418,ai4bharat,tam
12,7,42,181,ai4bharat,tam
41,28,171,739,ai4bharat,tam
30,18,106,462,ai4bharat,tam
38,23,117,474,ai4bharat,tam
27,18,98,373,ai4bharat,tam
21,14,87,355,ai4bharat,tam
18,10,67,280,ai4bharat,tam
26,12,77,328,ai4bharat,tam
27,18,92,389,ai4bharat,tam
15,11,58,237,ai4bharat,tam
19,13,86,377,ai4bharat,tam
22,12,75,331,ai4bharat,tam
17,12,61,262,ai4bharat,tam
29,16,97,424,ai4bharat,tam
25,17,82,338,ai4bharat,tam
25,13,70,291,ai4bharat,tam
21,12,73,316,ai4bharat,tam
25,13,73,291,ai4bharat,tam
22,13,80,341,ai4bharat,tam
24,15,92,380,ai4bharat,tam
21,13,80,341,ai4bharat,tam
28,19,115,484,ai4bharat,tam
35,23,136,572,ai4bharat,tam
28,14,82,360,ai4bharat,tam
44,22,140,531,ai4bharat,tam
33,20,130,566,ai4bharat,tam
36,26,137,587,ai4bharat,tam
12,9,48,217,ai4bharat,tam
14,10,65,289,ai4bharat,tam
18,12,68,277,ai4bharat,tam
19,12,81,363,ai4bharat,tam
32,24,142,611,ai4bharat,tam
27,16,81,303,ai4bharat,tam
27,19,111,444,ai4bharat,tam
30,19,129,581,ai4bharat,tam
22,14,93,413,ai4bharat,tam
27,20,109,480,ai4bharat,tam
29,17,112,487,ai4bharat,tam
22,14,90,366,ai4bharat,tam
31,18,110,467,ai4bharat,tam
13,9,53,237,ai4bharat,tam
29,18,108,456,ai4bharat,tam
23,15,90,380,ai4bharat,tam
24,13,93,398,ai4bharat,tam
38,24,133,552,ai4bharat,tam
15,11,64,257,ai4bharat,tam
30,20,130,573,ai4bharat,tam
22,13,85,365,ai4bharat,tam
27,21,127,551,ai4bharat,tam
26,21,114,472,ai4bharat,tam
41,23,152,665,ai4bharat,tam
27,19,116,526,ai4bharat,tam
50,26,167,686,ai4bharat,tam
35,22,148,648,ai4bharat,tam
22,16,98,419,ai4bharat,tam
47,24,166,663,ai4bharat,tam
21,16,94,421,ai4bharat,tam
51,27,180,717,ai4bharat,tam
30,21,110,463,ai4bharat,tam
29,13,76,338,ai4bharat,tam
27,13,87,375,ai4bharat,tam
23,18,92,370,ai4bharat,tam
21,12,86,373,ai4bharat,tam
15,9,59,264,ai4bharat,tam
21,9,64,269,ai4bharat,tam
26,16,98,401,ai4bharat,tam
21,11,63,273,ai4bharat,tam
30,18,109,489,ai4bharat,tam
20,9,55,252,ai4bharat,tam
22,12,85,370,ai4bharat,tam
14,10,56,241,ai4bharat,tam
30,19,110,480,ai4bharat,tam
26,18,104,425,ai4bharat,tam
48,21,131,545,ai4bharat,tam
33,15,88,372,ai4bharat,tam
39,19,110,475,ai4bharat,tam
22,11,62,258,ai4bharat,tam
51,25,152,666,ai4bharat,tam
22,13,68,295,ai4bharat,tam
31,16,93,391,ai4bharat,tam
28,16,100,456,ai4bharat,tam
27,15,86,358,ai4bharat,tam
35,17,98,409,ai4bharat,tam
29,12,87,344,ai4bharat,tam
34,20,107,440,ai4bharat,tam
24,14,91,351,ai4bharat,tam
25,13,76,315,ai4bharat,tam
24,14,83,355,ai4bharat,tam
43,22,130,571,ai4bharat,tam
25,17,95,364,ai4bharat,tam
21,12,88,362,ai4bharat,tam
16,12,69,296,ai4bharat,tam
30,21,124,558,ai4bharat,tam
26,16,93,407,ai4bharat,tam
32,16,104,472,ai4bharat,tam
20,10,60,287,ai4bharat,tam
23,12,79,347,ai4bharat,tam
38,22,145,625,ai4bharat,tam
28,17,94,367,ai4bharat,tam
28,17,110,459,ai4bharat,tam
30,22,110,455,ai4bharat,tam
26,14,79,295,ai4bharat,tam
36,20,120,450,ai4bharat,tam
47,28,172,731,ai4bharat,tam
18,11,78,354,ai4bharat,tam
16,10,62,250,ai4bharat,tam
31,18,95,350,ai4bharat,tam
49,22,119,521,ai4bharat,tam
24,16,80,284,ai4bharat,tam
34,19,114,436,ai4bharat,tam
25,14,83,345,ai4bharat,tam
32,19,116,521,ai4bharat,tam
32,18,104,458,ai4bharat,tam
33,19,114,500,ai4bharat,tam
16,9,53,238,ai4bharat,tam
23,13,83,354,ai4bharat,tam
17,12,62,270,ai4bharat,tam
21,12,64,280,ai4bharat,tam
12,9,46,189,ai4bharat,tam
28,15,87,397,ai4bharat,tam
33,15,95,380,ai4bharat,tam
20,13,71,302,ai4bharat,tam
23,16,108,487,ai4bharat,tam
28,20,118,516,ai4bharat,tam
30,14,95,438,ai4bharat,tam
24,13,76,341,ai4bharat,tam
19,14,67,265,ai4bharat,tam
42,26,134,577,ai4bharat,tam
19,15,77,310,ai4bharat,tam
25,16,107,484,ai4bharat,tam
46,20,150,639,ai4bharat,tam
30,15,83,352,ai4bharat,tam
39,21,138,571,ai4bharat,tam
34,22,130,544,ai4bharat,tam
27,16,79,293,ai4bharat,tam
18,9,56,201,ai4bharat,tam
30,21,122,496,ai4bharat,tam
24,16,89,363,ai4bharat,tam
28,19,95,390,ai4bharat,tam
21,14,83,339,ai4bharat,tam
28,18,95,395,ai4bharat,tam
28,16,94,403,ai4bharat,tam
33,16,91,400,ai4bharat,tam
18,13,75,316,ai4bharat,tam
36,20,109,424,ai4bharat,tam
18,11,65,276,ai4bharat,tam
24,16,93,396,ai4bharat,tam
51,21,130,539,ai4bharat,tam
25,12,72,305,ai4bharat,tam
19,13,79,329,ai4bharat,tam
20,13,88,385,ai4bharat,tam
31,22,121,487,ai4bharat,tam
30,16,97,418,ai4bharat,tam
34,17,99,404,ai4bharat,tam
28,18,103,452,ai4bharat,tam
33,20,124,534,ai4bharat,tam
34,23,126,526,ai4bharat,tam
32,19,107,437,ai4bharat,tam
19,13,73,307,ai4bharat,tam
36,21,125,555,ai4bharat,tam
20,15,86,382,ai4bharat,tam
18,11,63,282,ai4bharat,tam
14,10,57,256,ai4bharat,tam
35,18,119,535,ai4bharat,tam
41,18,136,601,ai4bharat,tam
38,23,149,643,ai4bharat,tam
24,17,105,442,ai4bharat,tam
34,18,128,547,ai4bharat,tam
35,20,108,438,ai4bharat,tam
26,18,90,382,ai4bharat,tam
20,11,65,291,ai4bharat,tam
27,18,87,372,ai4bharat,tam
27,15,87,377,ai4bharat,tam
19,12,76,322,ai4bharat,tam
29,15,102,437,ai4bharat,tam
28,17,92,393,ai4bharat,tam
26,14,94,421,ai4bharat,tam
34,24,119,459,ai4bharat,tam
24,16,83,322,ai4bharat,tam
24,15,82,328,ai4bharat,tam
25,16,100,423,ai4bharat,tam
29,19,116,502,ai4bharat,tam
36,20,117,448,ai4bharat,tam
36,20,104,418,ai4bharat,tam
33,22,119,516,ai4bharat,tam
25,15,89,374,ai4bharat,tam
14,11,61,254,ai4bharat,tam
17,13,70,284,ai4bharat,tam
37,25,136,597,ai4bharat,tam
17,10,60,265,ai4bharat,tam
30,16,107,471,ai4bharat,tam
21,16,92,391,ai4bharat,tam
23,13,86,376,ai4bharat,tam
22,16,96,412,ai4bharat,tam
45,21,139,618,ai4bharat,tam
28,19,111,480,ai4bharat,tam
44,32,169,647,ai4bharat,tam
27,18,97,410,ai4bharat,tam
39,22,133,579,ai4bharat,tam
28,13,82,369,ai4bharat,tam
41,23,134,560,ai4bharat,tam
39,16,110,504,ai4bharat,tam
19,13,72,302,ai4bharat,tam
19,9,61,215,ai4bharat,tam
35,21,141,624,ai4bharat,tam
33,21,111,437,ai4bharat,tam
27,17,95,415,ai4bharat,tam
57,31,189,792,ai4bharat,tam
26,12,68,294,ai4bharat,tam
30,15,105,461,ai4bharat,tam
